Lead_ID,Score,Probability
00Q1IZNX0PRJJH1DN1,38.62584549661802,0.003523538274366588
00Q9P56HQB20F7F3PP,43.84122463510147,0.9895467751452552
00Q1CCXTF0PK9JSJL2,34.567461730153084,0.002989537865674583
00QPCF4RYSIRQQ4MF1,27.055891776432894,0.00029325026362188295
00QWDGAAYG9T4H70PI,40.8686365254539,0.012080587375993115
00Q11V22CAMNF2Q5PL,45.58561765752937,0.037436435339704525
00QZ844K3ZGJEMEGP3,40.83303666785332,0.006486739478324493
00Q47HG82BVVSP8T0J,30.633677465290138,0.0007207023087789638
00QBBGYW6X7YQVCMCE,67.4439302242791,0.999732916071483
00QCH2GBREOE2T2DXS,37.30865076539694,0.002316848601492582
00Q2NTE0BA6NOK7DXS,46.74261302954788,0.014787583959117884
00QRQKN7K9L6HNG28D,7.1199715201139195,0.0005785978167762548
00QZH74ABTHJG3LI0E,39.515841936632256,0.0005581046360549983
00QSZ5UNT4XTXY8770,53.47098611605553,0.9856583118160935
00Q4CAPAJ58WVRGJ8A,26.37949448202207,0.0005209942274330993
00QXZFGLIGDMBJJ2LX,33.80206479174084,0.003700989845848135
00Q2R6N24L6EXN86TX,38.412246351014595,0.0008656388520449191
00QRXSHTI3F5D7U07H,39.53364186543254,0.026448251147557247
00QAWTWLFNWJLAWIZ8,53.07938768244927,0.9894922870080484
00Q73QAMWVMAEOV1OA,61.23175507297971,0.011244915869246804
00Q5ZW8RZ70G0H1V9A,48.64720541117835,0.01372820377652288
00Q38GG9UYPDAQ2Q5C,45.76361694553222,0.003634577444312048
00Q0RY9Y4R4G4E9TW5,35.63545745817017,0.017406514966228574
00QGLGT9DS8M7JIKF3,53.809184763260944,0.024322026383456253
00QWKS347T1ZDFEXJR,20.43431826272695,9.59416229853239e-05
00QDBIRF4NAEUCWV09,36.205055179779286,0.003923134355900028
00Q998TNL6CQ6PG29W,48.9498042007832,0.9921606435253622
00QXARCEBI435C7K7B,29.120683517265928,0.00023711737888308798
00QWMYQIVGBU84T3GI,30.491278034887863,0.0003907484065904774
00QIWP47JHKTX11QXF,27.287290850836598,0.00046648055362505744
00QNMCCZVJXIBLV42I,16.21573513705945,0.0001352892594763583
00QETHLYXAWAUB5KC5,34.01566393734425,0.029127452183185014
00QH3R80DN5NOXZHWY,26.343894624421505,0.00020295601654756867
00QZYFUW65KZ2KIACP,24.741901032395873,0.00012200068278827924
00QYDL9D1N2B9BISYQ,32.25347098611605,0.0012480810807571022
00QUXVKD04HPLSNL1N,57.65396938412246,0.989503907995333
00QWJVJ4XK7JIC51T5,34.371662513349946,0.002050933379646989
00QRA8B9RJVLI5G3AN,42.45283018867924,0.020271514811791156
00QQLH4YX9S6J1HNBE,26.68209327162692,0.0002837633542095612
00Q6A2HHKORPBA5BN4,67.55072979708082,0.9998038837533662
00QFXOZG86B5HV8YYG,35.439658241367034,0.0009643917370171677
00QOD6NM4NBUB8HGWV,39.96084015663938,0.04311549551176165
00Q814WKWYHEXOF62N,31.310074759700964,0.0006175768638981815
00Q968EG982795G8RH,25.54289782840869,6.673507298921721e-05
00Q7ZUWD8V3016XBNZ,44.16162335350659,0.05470081479883797
00QKX179IK81503NYD,48.18440726237095,0.9907228760548653
00QZ6N8W6M2HQUXVB5,24.10110359558562,8.788024816448632e-05
00Q1FD0VTXK4INJBAN,33.09006763972944,0.001898232440561802
00QM3YOZJJQS79KV1H,39.836240655037386,0.00579144231620029
00QPMHOZY1VH3TB1QA,46.9562121751513,0.9884017191461543
00QMPT9PYRCYKU4ZMC,35.93805624777501,0.00222145858173446
00Q6G2TCOI95LSVDWI,54.37878248487006,0.97527135741079
00QI6KSUDWPETIYXBQ,31.132075471698116,0.0011149126795280118
00QZDS6ZGMKIEEQB1T,42.68422926308294,0.9685802764510482
00QAJP4LFOCLI1QIP4,38.287646849412596,0.007203434331731222
00QG85D2NDN8RP34SG,26.77109291562834,0.00021251621096690505
00QH7HJWN8PNPJAHW9,42.2748309006764,0.9703766916257676
00QRXDTJFGFME5EQZ4,55.66037735849058,0.9882168667994184
00QTKP9CTMIG909V48,36.68565325738697,0.0011198154803758454
00QKSDVQVGO2TCA3W7,75.06229975080099,0.9999900116968511
00QLIXY69WRSOQ8WYA,28.44428622285511,0.00047417263705975605
00QPO41ZXRAQXPLSAW,68.90352438590246,0.9986045610716023
00QD0KI97BO1A3SWT9,44.05482378070488,0.03641034296041981
00QW2ZSUBMNX4HBR0D,42.07903168387326,0.986224746026411
00Q0E2EAQA00D5MT2V,48.93200427198291,0.007405574034067236
00Q3O3YVLWX1UNDQYD,44.46422214311142,0.019169082017225756
00Q33PKIBT9MUH8JGR,43.9124243503026,0.0058339857016987
00QUC6LZWPK9D7C7QD,35.777856888572444,0.0041414519555542945
00QUQ2RH3YC4KHJMH6,27.85688857244571,0.003152241702272242
00QCV1T8YHPSXMJ25M,34.692061231755076,0.01753478297242036
00QEGG7QL7AMM4STXY,37.94944820220719,0.00023945405516487747
00Q1GOCBXAUKDWXWK0,39.15984336062655,0.0016603973878627795
